App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,vader
HTC File Manager,PRODUCTIVITY,4.20,13500,25458349,10000000,Free,0,Everyone,Productivity,0.088949014
Dropbox,PRODUCTIVITY,4.40,1861310,1861310000000,500000000,Free,0,Everyone,Productivity,0.236330525
ASUS Quick Memo,PRODUCTIVITY,4.50,23089,23089000000,10000000,Free,0,Everyone,Productivity,0.029166667
HTC Calendar,PRODUCTIVITY,3.90,6949,25458349,10000000,Free,0,Everyone,Productivity,-0.037626263
ASUS Calling Screen,PRODUCTIVITY,4.20,102451,25458349,10000000,Free,0,Everyone,Productivity,0.063163931
Content Transfer,PRODUCTIVITY,4.70,19302,19302000000,5000000,Free,0,Everyone,Productivity,0.163047282
"Evernote â€“ Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.60,1488396,25458349,100000000,Free,0,Everyone,Productivity,0.084090239
HTC Mail,PRODUCTIVITY,3.10,6572,25458349,10000000,Free,0,Everyone,Productivity,0.078747928
Advanced Task Killer,PRODUCTIVITY,4.40,577059,577059000000,50000000,Free,0,Everyone,Productivity,0.138851521
Do It Later: Tasks & To-Dos,PRODUCTIVITY,4.50,123412,25458349,50000000,Free,0,Everyone,Productivity,0.168202261
Hacker's Keyboard,PRODUCTIVITY,4.40,41418,41418000000,1000000,Free,0,Everyone,Productivity,0.261371545
7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.40,6011,6011000000,500000,Free,0,Everyone,Productivity,0.142820136
"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.50,298843,25458349,10000000,Free,0,Everyone,Productivity,0.216037637
Easy Voice Recorder,PRODUCTIVITY,4.40,205191,205191000000,10000000,Free,0,Everyone,Productivity,0.435837052
Dashlane Free Password Manager,PRODUCTIVITY,4.60,73695,25458349,1000000,Free,0,Everyone,Productivity,0.170753968
File Browser by Astro (File Manager),PRODUCTIVITY,4.30,609182,609182000000,50000000,Free,0,Everyone,Productivity,0.111991793
File Explorer,PRODUCTIVITY,4.10,979,720000,100000,Free,0,Everyone,Productivity,0.259582816
AndroZipâ„¢ FREE File Manager,PRODUCTIVITY,4.20,277794,25458349,10000000,Free,0,Everyone,Productivity,0.117323385
Google Slides,PRODUCTIVITY,4.20,244567,25458349,100000000,Free,0,Everyone,Productivity,0.933333333
ColorNote Notepad Notes,PRODUCTIVITY,4.60,2401017,25458349,100000000,Free,0,Everyone,Productivity,0.275654565
Calendar+ Schedule Planner App,PRODUCTIVITY,4.00,8985,8985000000,1000000,Free,0,Everyone,Productivity,0.319070513
Calendar Widget Month + Agenda,PRODUCTIVITY,4.20,60840,60840000000,5000000,Free,0,Everyone,Productivity,0.15
DigiCal Calendar Agenda,PRODUCTIVITY,4.40,133573,25458349,5000000,Free,0,Everyone,Productivity,0.168212704
Business Calendar 2,PRODUCTIVITY,4.60,102594,102594000000,5000000,Free,0,Everyone,Productivity,0.201141113
G Cloud Backup,PRODUCTIVITY,4.60,267189,25458349,5000000,Free,0,Everyone,Productivity,0.284191981
Amazon Drive,PRODUCTIVITY,4.40,18669,18669000000,1000000,Free,0,Everyone,Productivity,0.129849199
Baby Panda Learns Shapes,PARENTING,4.00,3789,3789000000,1000000,Free,0,Everyone,Parenting;Education,0.247537001
Family Album Mitene: Private Photo & Video Sharing,PARENTING,4.70,34336,25458349,1000000,Free,0,Everyone,Parenting,0.432587584
Family GPS Tracker and Chat + Baby Monitor Online,PARENTING,4.40,9073,25458349,500000,Free,0,Everyone,Parenting,0.417435114
Baby Name Together,PARENTING,4.00,464,464000000,100000,Free,0,Everyone,Parenting,0.285985628
"Amazon FreeTime â€“ Kidsâ€™ Videos, Books, & TV shows",PARENTING,4.20,2715,2715000000,500000,Free,0,Everyone,Parenting;Music & Video,0.342534825
Baby Panda Musical Genius,PARENTING,4.00,3346,3346000000,1000000,Free,0,Everyone,Parenting;Music & Video,0.227760252
Baby Monitor,PARENTING,4.40,5343,5343000000,1000000,Free,0,Everyone,Parenting,0.274223073
Daniel Tiger for Parents,PARENTING,4.70,247,247000000,100000,Free,0,Everyone,Parenting;Music & Video,0.27962963
AccuWeather: Daily Forecast & Live Weather Reports,WEATHER,4.40,2053404,25458349,50000000,Free,0,Everyone,Weather,0.20072331
Free live weather on screen,WEATHER,4.40,15370,15370000000,1000000,Free,0,Everyone,Weather,0.394258611
APE Weather ( Live Forecast),WEATHER,4.30,20008,20008000000,5000000,Free,0,Everyone,Weather,0.432323232
"GO Weather - Widget, Theme, Wallpaper, Efficient",WEATHER,4.50,1422858,25458349,50000000,Free,0,Everyone,Weather,0.333400027
HTC Weather,WEATHER,3.90,22154,25458349,10000000,Free,0,Everyone,Weather,0.067624831
ForecaWeather,WEATHER,4.20,18425,18425000000,1000000,Free,0,Everyone,Weather,0.360906765
All Video Downloader 2018,VIDEO_PLAYERS,4.30,7557,7557000000,1000000,Free,0,Everyone,Video Players & Editors,0.382679739
HD Video Player,VIDEO_PLAYERS,4.30,1551,1551000000,1000000,Free,0,Everyone,Video Players & Editors,0.197993421
HD Movie Video Player,VIDEO_PLAYERS,4.50,18699,18699000000,1000000,Free,0,Everyone,Video Players & Editors,0.186015331
HTC Service ï¼ DLNA,VIDEO_PLAYERS,3.90,3484,3484000000,10000000,Free,0,Everyone,Video Players & Editors,0.018377776
HTC Serviceâ€”Video Player,VIDEO_PLAYERS,4.20,6449,25458349,5000000,Free,0,Everyone,Video Players & Editors,0.031498869
Droid Zap by Motorola,VIDEO_PLAYERS,3.80,2093,25458349,5000000,Free,0,Everyone,Video Players & Editors,-0.040537383
HTC Gallery,VIDEO_PLAYERS,4.10,45744,25458349,10000000,Free,0,Everyone,Video Players & Editors,0.031543995
BluTV,VIDEO_PLAYERS,3.90,28835,25458349,1000000,Free,0,Teen,Video Players & Editors,0.280280736
"Fox News â€“ Breaking News, Live Video & News Alerts",NEWS_AND_MAGAZINES,4.50,249919,25458349,10000000,Free,0,Everyone 10,News & Magazines,0.021842716
BBC News,NEWS_AND_MAGAZINES,4.30,296781,25458349,10000000,Free,0,Everyone 10,News & Magazines,0.096999044
"Free TV Shows App:News, TV Series, Episode, Movies",NEWS_AND_MAGAZINES,4.60,29706,29706000000,1000000,Free,0,Teen,News & Magazines,0.271555322
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.00,293080,293080000000,10000000,Free,0,Everyone 10,News & Magazines,0.057347889
"Dailyhunt (Newshunt) - Latest News, Viral Videos",NEWS_AND_MAGAZINES,4.30,948198,25458349,50000000,Free,0,Teen,News & Magazines,-0.066145833
ARY NEWS URDU,NEWS_AND_MAGAZINES,4.40,1071,1071000000,500000,Free,0,Everyone,News & Magazines,0.243425802
Google News,NEWS_AND_MAGAZINES,3.90,877635,877635000000,1000000000,Free,0,Teen,News & Magazines,0.09391674
"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.70,2543,2543000000,500000,Free,0,Everyone,News & Magazines,0.217045994
ARY NEWS,NEWS_AND_MAGAZINES,4.40,2959,2959000000,1000000,Free,0,Everyone,News & Magazines,0.233744261
Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.40,1284017,25458349,500000000,Free,0,Everyone 10,News & Magazines,0.385865003
BeyondPod Podcast Manager,NEWS_AND_MAGAZINES,3.90,32121,25458349,1000000,Free,0,Everyone,News & Magazines,0.112458265
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.30,131028,131028000000,5000000,Free,0,Teen,News & Magazines,0.199296334
Fast News,NEWS_AND_MAGAZINES,4.40,84957,25458349,1000000,Free,0,Everyone 10,News & Magazines,0.346303419
Financial Times,NEWS_AND_MAGAZINES,4.20,27104,27104000000,1000000,Free,0,Everyone 10,News & Magazines,0.184639791
Digg,NEWS_AND_MAGAZINES,3.90,6105,25458349,100000,Free,0,Teen,News & Magazines,0.042700315
Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,4.20,61692,61692000000,10000000,Free,0,Everyone,News & Magazines,0.054705447
Haystack TV: Local & World News - Free,NEWS_AND_MAGAZINES,4.30,3684,25458349,100000,Free,0,Everyone 10,News & Magazines,0.5295
ABC News - US & World News,NEWS_AND_MAGAZINES,4.00,18976,18976000000,1000000,Free,0,Everyone 10,News & Magazines,-0.042361839
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.50,76677,76677000000,1000000,Free,0,Everyone 10,News & Magazines,0.195115915
AC - Tips & News for Androidâ„¢,NEWS_AND_MAGAZINES,4.20,23292,23292000000,1000000,Free,0,Everyone 10,News & Magazines,0.098416551
CBS News,NEWS_AND_MAGAZINES,4.30,23641,23641000000,1000000,Free,0,Everyone 10,News & Magazines,0
"AOL - News, Mail & Video",NEWS_AND_MAGAZINES,4.10,62465,25458349,5000000,Free,0,Everyone 10,News & Magazines,0.092181993
BaconReader for Reddit,NEWS_AND_MAGAZINES,4.50,103074,25458349,1000000,Free,0,Mature 17,News & Magazines,0.228086323
Air Traffic,MAPS_AND_NAVIGATION,4.30,14110,14110000000,1000000,Free,0,Everyone,Maps & Navigation,0.294640746
Atlan3D Navigation: Korea navigator,MAPS_AND_NAVIGATION,4.20,22063,25458349,1000000,Free,0,Everyone,Maps & Navigation,0.278184198
Czech Public Transport IDOS,MAPS_AND_NAVIGATION,4.30,26014,26014000000,1000000,Free,0,Everyone,Maps & Navigation,0.251074907
GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,4.80,15865,15865000000,1000000,Free,0,Everyone,Maps & Navigation,0.6875
GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.30,63920,63920000000,5000000,Free,0,Everyone,Maps & Navigation,0.272477883
"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.60,16094,16094000000,1000000,Free,0,Everyone,Maps & Navigation,0.368895089
FindShip,MAPS_AND_NAVIGATION,4.20,23279,23279000000,1000000,Free,0,Everyone,Maps & Navigation,0.100448975
A Call From Santa Claus!,FAMILY,3.90,3720,3720000000,1000000,Free,0,Everyone,Entertainment,0.008293863
A Word A Day,FAMILY,3.70,2398,2398000000,500000,Free,0,Everyone,Education,0.277272727
Akinator,FAMILY,4.30,1805398,1805398000000,50000000,Free,0,Teen,Entertainment,-0.01489889
Dog Sim Online: Raise a Family,FAMILY,4.60,94989,94989000000,5000000,Free,0,Teen,Simulation,0.175294237
Color by Number - Draw Sandbox Pixel Art,FAMILY,4.60,10247,10247000000,1000000,Free,0,Everyone,Entertainment,0.139556355
A+ Mobile,FINANCE,3.90,730,730000000,10000,Free,0,Everyone,Finance,0.329592262
Build a Bridge!,FAMILY,4.60,263454,263454000000,10000000,Free,0,Everyone,Puzzle,0.08835631
Find a Way: Addictive Puzzle,FAMILY,4.80,39480,39480000000,500000,Free,0,Everyone,Puzzle,0.069630233
Comptia A+ 220-901 & 220-902,FAMILY,4.40,174,174000000,10000,Free,0,Everyone,Education,0.500792282
Azar,COMMUNICATION,4.20,1092337,25458349,50000000,Free,0,Mature 17,Communication,0.068403809
4 in a Row,GAME,3.80,4257,25458349,500000,Free,0,Everyone,Board,0.281143519
Asphalt 8: Airborne,GAME,4.50,8389714,8389714000000,100000000,Free,0,Teen,Racing,0.004450411
Basketball Stars,SPORTS,4.40,867920,867920000000,10000000,Free,0,Everyone,Sports,0.013905113
Fake Call - Fake Caller ID,PRODUCTIVITY,4.30,154668,25458349,10000000,Free,0,Everyone,Productivity,0.297794173
Four In A Line Free,GAME,4.30,133195,133195000000,5000000,Free,0,Everyone,Board,0.202368019
AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,4.20,145088,145088000000,10000000,Free,0,Everyone,Productivity,0.119601195
Fortune City - A Finance App,FINANCE,4.60,49275,49275000000,500000,Free,0,Everyone,Finance,0.266966183
Draw A Stickman,GAME,3.40,29265,29265000000,1000000,Free,0,Everyone,Adventure,-0.15
Be A Legend: Soccer,SPORTS,3.80,85763,85763000000,1000000,Free,0,Everyone,Sports,-0.0992506
Bible,BOOKS_AND_REFERENCE,4.70,2440695,25458349,100000000,Free,0,Teen,Books & Reference,0.363495437
Cat Sim Online: Play with Cats,FAMILY,4.60,137198,137198000000,5000000,Free,0,Everyone 10,Simulation,0.180896093
Four In A Line,GAME,3.80,22191,22191000000,1000000,Free,0,Everyone,Board,0.274848757
Hay Day,FAMILY,4.50,10053186,10053186000000,100000000,Free,0,Everyone,Casual,0.019572349
Fruit NinjaÂ®,GAME,4.30,5091448,5091448000000,100000000,Free,0,Everyone,Arcade,0.154794547
"DU Recorder â€“ Screen Recorder, Video Editor, Live",VIDEO_PLAYERS,4.80,2588730,2588730000000,50000000,Free,0,Everyone,Video Players & Editors,0.224186917
Bad Piggies,FAMILY,4.30,1168959,1168959000000,50000000,Free,0,Everyone,Puzzle,0.00794066
Dumb Ways to Die 2: The Games,FAMILY,4.20,1671658,25458349,50000000,Free,0,Teen,Casual,0.027208249
"AD - Nieuws, Sport, Regio & Entertainment",NEWS_AND_MAGAZINES,3.70,10369,25458349,1000000,Free,0,Everyone,News & Magazines,0.161823643
Diary with lock password,LIFESTYLE,4.30,179139,179139000000,5000000,Free,0,Everyone,Lifestyle,0.292266842
Avakin Life - 3D virtual world,FAMILY,4.40,1275373,1275373000000,10000000,Free,0,Teen,Role Playing,0.080859166
A+ Gallery - Photos & Videos,PHOTOGRAPHY,4.50,223941,25458349,10000000,Free,0,Everyone,Photography,0.208814916
